"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"06/2023";"42000 - Ministério da Cultura";"20404 - Fundação Biblioteca Nacional";"3.073.810,39";"10.716.300,79";"8.702.041,64";"157.399,16";
"01/2023";"42000 - Ministério da Cultura";"20404 - Fundação Biblioteca Nacional";"5.685.440,81";"5.474.452,85";"1.162.869,90";"7.046.365,97";
"09/2023";"42000 - Ministério da Cultura";"20403 - Fundação Casa de Rui Barbosa";"1.124.407,50";"3.766.754,08";"3.805.900,32";"0,00";
"10/2023";"42000 - Ministério da Cultura";"20403 - Fundação Casa de Rui Barbosa";"486.285,86";"4.021.302,04";"4.051.365,10";"0,00";
"11/2023";"42000 - Ministério da Cultura";"20403 - Fundação Casa de Rui Barbosa";"602.279,49";"5.560.823,07";"4.697.776,62";"0,00";
"01/2023";"42000 - Ministério da Cultura";"20403 - Fundação Casa de Rui Barbosa";"40.385.128,00";"2.977.091,94";"846.671,23";"2.798.560,82";
"02/2023";"42000 - Ministério da Cultura";"20403 - Fundação Casa de Rui Barbosa";"40.921.910,89";"3.329.570,57";"3.324.632,06";"52.323,95";
"03/2023";"42000 - Ministério da Cultura";"20403 - Fundação Casa de Rui Barbosa";"- 39.643.899,78";"3.520.643,24";"3.543.697,69";"123.790,21";
"04/2023";"42000 - Ministério da Cultura";"20403 - Fundação Casa de Rui Barbosa";"1.492.021,00";"3.611.236,90";"3.543.290,09";"19.653,17";
"05/2023";"42000 - Ministério da Cultura";"20403 - Fundação Casa de Rui Barbosa";"2.417.259,56";"3.828.075,79";"3.700.794,03";"2.502,66";
"06/2023";"42000 - Ministério da Cultura";"20403 - Fundação Casa de Rui Barbosa";"1.567.194,82";"4.871.695,51";"3.763.181,11";"1.043,40";
"07/2023";"42000 - Ministério da Cultura";"20403 - Fundação Casa de Rui Barbosa";"361.216,08";"4.009.852,89";"5.006.112,45";"651,20";
"08/2023";"42000 - Ministério da Cultura";"20403 - Fundação Casa de Rui Barbosa";"381.563,64";"3.885.013,14";"3.977.661,69";"4.632,40";
"12/2023";"42000 - Ministério da Cultura";"20403 - Fundação Casa de Rui Barbosa";"445.264,05";"4.857.115,69";"5.292.819,64";"42.766,70";
"01/2023";"26000 - Ministério da Educação";"26291 - Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior";"225.510.486,82";"25.607.586,68";"14.596.998,70";"222.832.215,31";
"02/2023";"26000 - Ministério da Educação";"26291 - Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior";"331.458.341,18";"334.726.366,61";"127.349.336,64";"128.088.786,05";
"03/2023";"26000 - Ministério da Educação";"26291 - Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior";"384.219.624,58";"140.667.703,85";"338.054.693,97";"58.510.328,96";
"06/2023";"26000 - Ministério da Educação";"26291 - Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior";"103.434.822,73";"454.930.685,23";"450.628.674,01";"5.111.596,42";
"07/2023";"26000 - Ministério da Educação";"26291 - Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior";"156.060.014,97";"534.880.911,37";"542.096.162,80";"8.856.322,40";
"08/2023";"26000 - Ministério da Educação";"26291 - Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior";"543.703.648,93";"435.253.274,22";"465.781.324,14";"5.703.875,73";
"09/2023";"26000 - Ministério da Educação";"26291 - Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior";"68.297.595,64";"407.345.679,46";"379.740.040,97";"4.069.242,30";
"10/2023";"26000 - Ministério da Educação";"26291 - Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior";"7.112.628,30";"340.279.780,64";"453.135.876,90";"21.081.412,99";
"11/2023";"26000 - Ministério da Educação";"26291 - Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior";"407.187.414,83";"541.657.473,04";"424.956.296,39";"20.225.747,17";
"04/2023";"26000 - Ministério da Educação";"26291 - Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior";"2.919.630.654,19";"546.113.665,50";"334.904.538,66";"9.819.127,09";
"05/2023";"26000 - Ministério da Educação";"26291 - Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior";"87.895.663,53";"369.907.085,46";"371.255.031,02";"9.761.604,10";
"12/2023";"26000 - Ministério da Educação";"26291 - Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior";"30.728.339,73";"598.118.663,57";"818.641.351,16";"8.469.053,90";
"01/2023";"42000 - Ministério da Cultura";"20408 - Fundação Cultural Palmares";"707.994,34";"596.577,82";"114.725,42";"1.320.932,41";
"02/2023";"42000 - Ministério da Cultura";"20408 - Fundação Cultural Palmares";"8.230.738,07";"643.614,38";"670.078,53";"150.912,57";
"03/2023";"42000 - Ministério da Cultura";"20408 - Fundação Cultural Palmares";"- 652.119,63";"1.349.391,28";"1.309.026,97";"1.797.349,04";
"04/2023";"42000 - Ministério da Cultura";"20408 - Fundação Cultural Palmares";"4.537.232,79";"1.449.504,99";"1.440.317,82";"2.070.888,02";
"05/2023";"42000 - Ministério da Cultura";"20408 - Fundação Cultural Palmares";"751.272,69";"1.473.658,41";"1.429.907,07";"17.991,59";
"06/2023";"42000 - Ministério da Cultura";"20408 - Fundação Cultural Palmares";"818.503,19";"1.508.073,02";"1.298.907,94";"162.832,29";
"07/2023";"42000 - Ministério da Cultura";"20408 - Fundação Cultural Palmares";"160.536,69";"1.426.584,07";"1.630.343,76";"830,02";
"08/2023";"42000 - Ministério da Cultura";"20408 - Fundação Cultural Palmares";"1.109.502,75";"1.196.071,97";"1.247.859,46";"591.289,17";
"09/2023";"42000 - Ministério da Cultura";"20408 - Fundação Cultural Palmares";"2.038.991,52";"1.393.944,05";"1.372.057,11";"740.848,14";
"10/2023";"42000 - Ministério da Cultura";"20408 - Fundação Cultural Palmares";"1.033.188,48";"1.213.884,53";"1.179.553,36";"177.987,01";
"11/2023";"42000 - Ministério da Cultura";"20408 - Fundação Cultural Palmares";"5.669.090,94";"3.334.835,28";"3.208.588,01";"382.537,25";
"12/2023";"42000 - Ministério da Cultura";"20408 - Fundação Cultural Palmares";"8.248.448,64";"8.247.136,87";"8.338.916,98";"16.981,37";
"02/2023";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos";"20202 - Fundação Escola Nacional de Administração Pública";"4.193.325,82";"3.886.006,62";"3.958.240,13";"2.649.632,80";
"05/2023";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos";"20202 - Fundação Escola Nacional de Administração Pública";"1.942.255,29";"6.463.412,87";"5.756.460,71";"1.732.997,76";
"01/2023";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos";"20202 - Fundação Escola Nacional de Administração Pública";"44.197.791,23";"3.837.344,22";"881.341,35";"6.302.555,04";
"03/2023";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos";"20202 - Fundação Escola Nacional de Administração Pública";"2.459.040,11";"4.013.793,46";"4.059.440,03";"2.220.174,60";
"04/2023";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos";"20202 - Fundação Escola Nacional de Administração Pública";"2.683.550,11";"5.349.338,46";"5.231.557,25";"1.251.658,99";
"06/2023";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos";"20202 - Fundação Escola Nacional de Administração Pública";"19.659.134,29";"7.308.895,25";"5.547.521,80";"363.807,18";
"07/2023";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos";"20202 - Fundação Escola Nacional de Administração Pública";"1.909.782,73";"7.550.791,55";"8.749.193,11";"414.730,40";
"08/2023";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos";"20202 - Fundação Escola Nacional de Administração Pública";"2.634.854,48";"11.254.297,31";"11.230.300,84";"233.152,53";
"09/2023";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos";"20202 - Fundação Escola Nacional de Administração Pública";"2.140.827,76";"5.215.874,54";"5.218.961,30";"256.937,37";
"10/2023";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos";"20202 - Fundação Escola Nacional de Administração Pública";"3.942.691,37";"9.205.829,74";"6.513.522,57";"191.966,89";
"11/2023";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos";"20202 - Fundação Escola Nacional de Administração Pública";"19.475.996,19";"12.562.054,54";"12.655.196,04";"73.882,31";
"12/2023";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos";"20202 - Fundação Escola Nacional de Administração Pública";"8.739.561,62";"21.620.658,80";"22.507.086,73";"24.624,72";
"01/2023";"47000 - Ministério do Planejamento e Orçamento";"25205 - Fundação Instituto Brasileiro de Geografia e Estatística";"220.711.289,86";"204.073.611,90";"41.406.028,40";"330.097.949,46";
"02/2023";"47000 - Ministério do Planejamento e Orçamento";"25205 - Fundação Instituto Brasileiro de Geografia e Estatística";"459.055.386,55";"219.938.033,49";"216.212.017,44";"119.219.351,72";
"05/2023";"47000 - Ministério do Planejamento e Orçamento";"25205 - Fundação Instituto Brasileiro de Geografia e Estatística";"238.343.013,98";"269.243.151,39";"234.982.903,82";"17.670.898,43";
"06/2023";"47000 - Ministério do Planejamento e Orçamento";"25205 - Fundação Instituto Brasileiro de Geografia e Estatística";"282.848.385,09";"298.476.931,98";"232.192.905,48";"10.354.675,77";
"03/2023";"47000 - Ministério do Planejamento e Orçamento";"25205 - Fundação Instituto Brasileiro de Geografia e Estatística";"46.510.886,68";"243.489.602,83";"244.364.579,36";"84.533.253,64";
"04/2023";"47000 - Ministério do Planejamento e Orçamento";"25205 - Fundação Instituto Brasileiro de Geografia e Estatística";"349.907.083,11";"241.436.722,51";"240.864.040,75";"35.132.418,37";
"07/2023";"47000 - Ministério do Planejamento e Orçamento";"25205 - Fundação Instituto Brasileiro de Geografia e Estatística";"480.857.559,27";"213.114.364,86";"287.207.306,05";"9.913.952,08";
"08/2023";"47000 - Ministério do Planejamento e Orçamento";"25205 - Fundação Instituto Brasileiro de Geografia e Estatística";"28.095.985,80";"211.576.300,82";"214.474.046,28";"3.313.793,83";
"09/2023";"47000 - Ministério do Planejamento e Orçamento";"25205 - Fundação Instituto Brasileiro de Geografia e Estatística";"117.996.169,51";"208.735.001,73";"212.444.468,19";"1.226.007,40";
"10/2023";"47000 - Ministério do Planejamento e Orçamento";"25205 - Fundação Instituto Brasileiro de Geografia e Estatística";"181.018.170,57";"221.731.442,40";"206.060.703,34";"589.927,19";
"11/2023";"47000 - Ministério do Planejamento e Orçamento";"25205 - Fundação Instituto Brasileiro de Geografia e Estatística";"374.971.653,22";"307.637.937,24";"246.485.425,04";"170.819,78";
"12/2023";"47000 - Ministério do Planejamento e Orçamento";"25205 - Fundação Instituto Brasileiro de Geografia e Estatística";"195.928.589,93";"283.439.548,84";"321.361.917,97";"360.315,82";
"01/2023";"26000 - Ministério da Educação";"26292 - Fundação Joaquim Nabuco";"107.365.293,63";"8.573.437,92";"2.143.472,82";"9.300.274,30";
"02/2023";"26000 - Ministério da Educação";"26292 - Fundação Joaquim Nabuco";"19.002.245,81";"9.026.367,55";"8.644.666,55";"657.745,10";
"03/2023";"26000 - Ministério da Educação";"26292 - Fundação Joaquim Nabuco";"- 13.499.635,62";"10.029.106,47";"10.478.688,68";"280.812,45";
"04/2023";"26000 - Ministério da Educação";"26292 - Fundação Joaquim Nabuco";"15.578.012,24";"9.850.834,56";"9.733.786,43";"107.111,26";
"05/2023";"26000 - Ministério da Educação";"26292 - Fundação Joaquim Nabuco";"857.651,31";"10.855.693,72";"9.266.688,16";"178.036,64";
"06/2023";"26000 - Ministério da Educação";"26292 - Fundação Joaquim Nabuco";"4.712.305,23";"13.722.307,30";"10.769.764,37";"40.212,96";
"07/2023";"26000 - Ministério da Educação";"26292 - Fundação Joaquim Nabuco";"497.712,03";"10.794.852,58";"13.969.178,82";"469.117,64";
"08/2023";"26000 - Ministério da Educação";"26292 - Fundação Joaquim Nabuco";"479.394,17";"10.895.364,34";"10.912.328,34";"39.974,82";
"09/2023";"26000 - Ministério da Educação";"26292 - Fundação Joaquim Nabuco";"236.783,48";"10.315.268,40";"10.057.661,11";"30.286,06";
"10/2023";"26000 - Ministério da Educação";"26292 - Fundação Joaquim Nabuco";"423.699,23";"10.949.735,30";"10.954.972,16";"16.222,23";
"11/2023";"26000 - Ministério da Educação";"26292 - Fundação Joaquim Nabuco";"2.777.396,63";"15.256.951,83";"12.138.294,30";"11.250,00";
"12/2023";"26000 - Ministério da Educação";"26292 - Fundação Joaquim Nabuco";"- 580.086,52";"12.235.579,37";"12.041.713,70";"8.806,30";
"03/2023";"40000 - Ministério do Trabalho e Emprego";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"2.090.237,16";"7.366.384,06";"7.451.603,03";"298.447,66";
"04/2023";"40000 - Ministério do Trabalho e Emprego";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"2.883.124,12";"7.206.257,53";"7.038.379,40";"85.162,91";
"05/2023";"40000 - Ministério do Trabalho e Emprego";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"274.077,85";"7.529.467,71";"6.477.961,64";"918.679,63";
"08/2023";"40000 - Ministério do Trabalho e Emprego";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"908.250,82";"7.614.663,77";"8.100.581,03";"165.473,23";
"09/2023";"40000 - Ministério do Trabalho e Emprego";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"619.732,28";"7.805.489,18";"7.652.063,35";"68.577,00";
"10/2023";"40000 - Ministério do Trabalho e Emprego";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"- 206.103,84";"7.697.721,40";"7.983.866,16";"362.565,53";
"12/2023";"40000 - Ministério do Trabalho e Emprego";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"718.777,51";"8.560.174,05";"10.224.010,37";"59.666,16";
"11/2023";"40000 - Ministério do Trabalho e Emprego";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"6.245.083,50";"11.974.929,51";"8.628.622,91";"65.183,03";
"02/2023";"40000 - Ministério do Trabalho e Emprego";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"2.218.776,45";"7.071.820,88";"7.084.470,01";"240.941,73";
"06/2023";"40000 - Ministério do Trabalho e Emprego";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"3.042.404,50";"10.582.390,76";"6.993.878,45";"239.202,91";
"07/2023";"40000 - Ministério do Trabalho e Emprego";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"744.111,28";"8.157.503,67";"10.275.118,36";"70.405,72";
"01/2023";"40000 - Ministério do Trabalho e Emprego";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"85.288.955,23";"7.013.034,98";"1.923.778,20";"5.886.314,67";
"01/2023";"42000 - Ministério da Cultura";"20412 - Fundação Nacional de Artes";"56.506.633,30";"3.940.472,14";"535.454,93";"6.792.048,95";
"02/2023";"42000 - Ministério da Cultura";"20412 - Fundação Nacional de Artes";"- 821.221,58";"4.646.857,16";"4.490.735,20";"3.698.172,78";
"03/2023";"42000 - Ministério da Cultura";"20412 - Fundação Nacional de Artes";"4.180.941,92";"8.602.128,32";"6.753.478,38";"5.966.828,20";
"04/2023";"42000 - Ministério da Cultura";"20412 - Fundação Nacional de Artes";"36.497.590,89";"7.511.973,81";"9.098.337,78";"1.159.923,80";
"05/2023";"42000 - Ministério da Cultura";"20412 - Fundação Nacional de Artes";"2.852.477,26";"11.020.785,64";"10.195.711,24";"723.965,31";
"06/2023";"42000 - Ministério da Cultura";"20412 - Fundação Nacional de Artes";"762.404,25";"9.658.883,96";"6.897.299,76";"5.006.250,00";
"07/2023";"42000 - Ministério da Cultura";"20412 - Fundação Nacional de Artes";"22.569.579,29";"8.452.772,28";"9.843.233,22";"673.992,11";
"08/2023";"42000 - Ministério da Cultura";"20412 - Fundação Nacional de Artes";"36.719.833,73";"11.563.644,13";"11.326.906,21";"907.630,58";
"09/2023";"42000 - Ministério da Cultura";"20412 - Fundação Nacional de Artes";"4.161.983,56";"7.932.126,51";"9.761.156,92";"396.000,00";
"10/2023";"42000 - Ministério da Cultura";"20412 - Fundação Nacional de Artes";"12.952.886,65";"10.705.406,08";"10.705.402,40";"119.288,38";
"11/2023";"42000 - Ministério da Cultura";"20412 - Fundação Nacional de Artes";"27.717.699,06";"13.010.456,52";"11.381.671,61";"492.990,68";
"12/2023";"42000 - Ministério da Cultura";"20412 - Fundação Nacional de Artes";"16.359.133,59";"66.391.783,07";"66.087.846,68";"837.265,24";
"05/2023";"36000 - Ministério da Saúde";"36211 - Fundação Nacional de Saúde";"117.852.086,13";"121.449.564,38";"135.670.319,74";"0,00";
"06/2023";"36000 - Ministério da Saúde";"36211 - Fundação Nacional de Saúde";"186.886.632,51";"183.157.934,98";"119.458.666,09";"0,00";
