"Mês Ano";"Área de atuação (Função)";"Subfunção";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"11/2023";"07 - Relações exteriores";"573 - Difusão do conhecimento científico e tecnológico";"720.174,35";"656.163,91";"657.728,48";"0,00";
"11/2023";"13 - Cultura";"391 - Patrimônio histórico, artístico e arqueológico";"53.922.682,73";"12.212.482,54";"10.910.696,20";"3.314.478,14";
"11/2023";"07 - Relações exteriores";"301 - Atenção básica";"0,00";"0,00";"0,00";"0,00";
"11/2023";"12 - Educação";"122 - Administração geral";"91.581.109,51";"125.865.481,68";"105.756.108,74";"2.577.957,88";
"11/2023";"18 - Gestão ambiental";"846 - Outros encargos especiais";"16.220.420,93";"25.000.958,00";"24.904.819,00";"0,00";
"11/2023";"10 - Saúde";"128 - Formação de recursos humanos";"15.812.557,84";"257.543.760,98";"254.207.239,82";"1.900.513,41";
"11/2023";"20 - Agricultura";"301 - Atenção básica";"0,00";"0,00";"0,00";"4.586,96";
"11/2023";"10 - Saúde";"122 - Administração geral";"1.908.928.360,88";"2.504.790.673,82";"2.311.200.739,29";"646.608,10";
"11/2023";"06 - Segurança pública";"846 - Outros encargos especiais";"- 23.599.052,00";"226.923.137,59";"226.850.426,97";"0,00";
"11/2023";"22 - Indústria";"331 - Proteção e benefícios ao trabalhador";"- 2.430.734,76";"6.633.009,63";"6.634.422,38";"0,00";
"11/2023";"07 - Relações exteriores";"128 - Formação de recursos humanos";"898.974,16";"330.278,17";"330.278,17";"570.000,00";
"11/2023";"23 - Comércio e serviços";"691 - Promoção comercial";"3.491.742,00";"1.281.915,00";"1.181.915,00";"1.895,12";
"11/2023";"12 - Educação";"846 - Outros encargos especiais";"259.400.691,93";"1.348.790.674,28";"1.343.620.227,63";"0,00";
"11/2023";"23 - Comércio e serviços";"693 - Comércio exterior";"- 231.041.450,77";"128.811.796,29";"128.807.974,08";"4.410.670,74";
"11/2023";"19 - Ciência e Tecnologia";"572 - Desenvolvimento tecnológico e engenharia";"3.273.349.423,52";"2.332.094.956,06";"1.349.465.635,88";"14.655.560,90";
"11/2023";"22 - Indústria";"127 - Ordenamento territorial";"46.469,94";"185.880,71";"218.743,81";"9.304,19";
"11/2023";"12 - Educação";"128 - Formação de recursos humanos";"2.163.349,04";"4.190.041,49";"4.194.159,44";"667.635,21";
"11/2023";"19 - Ciência e Tecnologia";"122 - Administração geral";"48.068.001,16";"168.239.782,72";"134.744.800,85";"1.591.450,12";
"11/2023";"07 - Relações exteriores";"846 - Outros encargos especiais";"15.030.465,00";"21.777.949,35";"21.777.949,35";"0,00";
"11/2023";"06 - Segurança pública";"331 - Proteção e benefícios ao trabalhador";"3.903.416,49";"34.445.113,79";"34.936.110,59";"0,00";
"11/2023";"22 - Indústria";"544 - Recursos hídricos";"2.026.194,94";"984.243,70";"1.051.883,94";"11.423,40";
"11/2023";"04 - Administração";"125 - Normatização e fiscalização";"- 37.439.784,13";"25.514.558,46";"25.135.785,79";"3.542.811,64";
"11/2023";"22 - Indústria";"128 - Formação de recursos humanos";"404.206,39";"425.516,86";"491.280,49";"0,00";
"11/2023";"22 - Indústria";"661 - Promoção industrial";"840.146,47";"835.683,70";"835.047,67";"158.396,24";
"11/2023";"22 - Indústria";"182 - Defesa civil";"1.173.366,74";"806.487,12";"965.730,94";"0,00";
"11/2023";"07 - Relações exteriores";"691 - Promoção comercial";"1.121.635,73";"854.003,53";"889.378,56";"123.822,06";
"11/2023";"19 - Ciência e Tecnologia";"331 - Proteção e benefícios ao trabalhador";"7.662.286,41";"9.157.221,68";"9.895.517,13";"0,00";
"11/2023";"22 - Indústria";"122 - Administração geral";"66.527.851,22";"139.372.240,24";"104.730.731,66";"223.633,48";
"11/2023";"22 - Indústria";"663 - Mineração";"8.429.216,90";"9.308.451,04";"8.027.840,57";"103.139,60";
"11/2023";"12 - Educação";"363 - Ensino profissional";"627.277.887,25";"1.712.315.324,55";"1.336.313.199,23";"36.367.189,00";
"11/2023";"06 - Segurança pública";"122 - Administração geral";"563.613.896,10";"924.935.497,43";"823.323.857,97";"1.252.042,16";
"11/2023";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"13.791.128,68";"61.921.503,91";"62.668.383,34";"0,00";
"11/2023";"12 - Educação";"364 - Ensino superior";"2.010.847.956,54";"4.385.656.892,01";"3.379.038.525,99";"87.727.266,06";
"11/2023";"07 - Relações exteriores";"331 - Proteção e benefícios ao trabalhador";"62.238.275,66";"61.246.072,18";"61.216.765,47";"0,00";
"11/2023";"22 - Indústria";"126 - Tecnologia da informação";"349.582,71";"4.007.467,68";"4.033.303,60";"187.489,15";
"11/2023";"06 - Segurança pública";"181 - Policiamento";"237.531.668,76";"721.211.891,26";"198.172.415,19";"98.043.653,28";
"11/2023";"07 - Relações exteriores";"212 - Cooperação internacional";"- 2.042.949,74";"533.129,48";"542.193,81";"- 431,40";
"11/2023";"07 - Relações exteriores";"392 - Difusão cultural";"5.050.759,65";"4.133.912,43";"4.123.992,68";"182.645,80";
"11/2023";"07 - Relações exteriores";"122 - Administração geral";"144.438.987,44";"173.303.087,41";"173.087.959,55";"973.466,27";
"11/2023";"07 - Relações exteriores";"211 - Relações diplomáticas";"43.766.487,93";"72.894.684,36";"69.162.673,69";"1.280.518,75";
"11/2023";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"7.397.992.858,98";"7.369.360.194,29";"7.647.250.962,28";"130.855.725,39";
"11/2023";"13 - Cultura";"122 - Administração geral";"46.890.630,52";"71.761.561,40";"59.575.125,97";"39.905,28";
"11/2023";"20 - Agricultura";"571 - Desenvolvimento científico";"3.915.158,00";"0,00";"0,00";"0,00";
"11/2023";"05 - Defesa nacional";"846 - Outros encargos especiais";"- 1.190.237,00";"39.040.570,10";"39.040.570,10";"0,00";
"11/2023";"18 - Gestão ambiental";"543 - Recuperação de áreas degradadas";"- 3.221.948,73";"791.705,94";"629.540,91";"0,00";
"11/2023";"20 - Agricultura";"605 - Abastecimento";"- 350.724.359,41";"343.882.180,82";"346.892.762,14";"1.015.918,48";
"11/2023";"18 - Gestão ambiental";"331 - Proteção e benefícios ao trabalhador";"1.825.353,42";"5.479.472,00";"5.426.850,05";"0,00";
"11/2023";"28 - Encargos especiais";"846 - Outros encargos especiais";"1.893.960.337,59";"4.682.031.186,14";"4.617.332.710,12";"454.743.114,73";
"11/2023";"09 - Previdência social";"272 - Previdência do regime estatutário";"3.776.417.898,48";"12.150.971.342,27";"8.356.748.824,26";"65.451,37";
"11/2023";"20 - Agricultura";"331 - Proteção e benefícios ao trabalhador";"6.525.473,85";"22.630.405,37";"16.886.466,87";"0,00";
"11/2023";"12 - Educação";"331 - Proteção e benefícios ao trabalhador";"73.892.030,29";"306.562.916,97";"307.663.908,30";"0,00";
"11/2023";"18 - Gestão ambiental";"541 - Preservação e conservação ambiental";"82.758.014,43";"43.928.727,93";"43.008.735,92";"1.651.789,22";
"11/2023";"05 - Defesa nacional";"126 - Tecnologia da informação";"8.802.080,19";"11.675.569,47";"11.105.731,57";"487.201,80";
"11/2023";"18 - Gestão ambiental";"128 - Formação de recursos humanos";"796.141,21";"380.246,61";"359.304,56";"0,00";
"11/2023";"05 - Defesa nacional";"183 - Informação e inteligência";"1.606.407,86";"1.483.069,10";"672.859,84";"119.690,42";
"11/2023";"12 - Educação";"302 - Assistência hospitalar e ambulatorial";"1.185.811.225,49";"1.477.644.860,10";"1.027.263.626,89";"8.423.349,05";
"11/2023";"18 - Gestão ambiental";"542 - Controle ambiental";"24.820.783,01";"16.082.783,16";"15.412.371,66";"648.092,71";
"11/2023";"05 - Defesa nacional";"781 - Transporte aéreo";"479.369,60";"189.610,28";"285.566,20";"593.613,82";
"11/2023";"05 - Defesa nacional";"368 - Educação básica";"71.271,98";"1.105.713,75";"1.484.103,98";"66.895,73";
"11/2023";"05 - Defesa nacional";"131 - Comunicação social";"497.979,28";"375.301,31";"383.668,91";"- 550,12";
"11/2023";"05 - Defesa nacional";"244 - Assistência comunitária";"28.221.239,11";"4.272.048,44";"3.213.380,91";"71.085.988,98";
"11/2023";"20 - Agricultura";"573 - Difusão do conhecimento científico e tecnológico";"2.446.383,14";"1.417.599,07";"948.741,76";"56.882,26";
"11/2023";"20 - Agricultura";"122 - Administração geral";"454.184.868,77";"642.876.391,44";"388.967.325,59";"147.709,35";
"11/2023";"13 - Cultura";"392 - Difusão cultural";"131.601.083,49";"32.336.827,71";"25.261.755,57";"2.787.622,62";
"11/2023";"05 - Defesa nacional";"301 - Atenção básica";"4.760.751,21";"3.724.642,09";"8.554.122,02";"10.640.076,32";
"11/2023";"05 - Defesa nacional";"128 - Formação de recursos humanos";"4.000.676,21";"10.909.423,53";"11.493.477,77";"323.884,71";
"11/2023";"18 - Gestão ambiental";"122 - Administração geral";"81.518.872,55";"143.287.048,93";"114.601.499,74";"1.689.526,32";
"11/2023";"05 - Defesa nacional";"364 - Ensino superior";"- 53.435,74";"2.461.229,48";"2.080.112,60";"33.924,06";
"11/2023";"20 - Agricultura";"572 - Desenvolvimento tecnológico e engenharia";"47.544.908,20";"22.627.640,81";"19.617.710,87";"2.697.149,10";
"11/2023";"05 - Defesa nacional";"331 - Proteção e benefícios ao trabalhador";"565.034.131,72";"760.899.815,86";"739.141.934,12";"11.378.564,90";
"11/2023";"05 - Defesa nacional";"153 - Defesa terrestre";"643.140.460,03";"160.854.648,23";"163.459.060,32";"77.164.781,73";
"11/2023";"05 - Defesa nacional";"122 - Administração geral";"250.132.607,64";"7.760.375.578,65";"5.913.129.868,21";"7.663.870,56";
"12/2023";"09 - Previdência social";"125 - Normatização e fiscalização";"132.371,80";"191.334,65";"186.411,81";"0,00";
"12/2023";"18 - Gestão ambiental";"571 - Desenvolvimento científico";"26.764,27";"174.068,49";"177.155,30";"18.190,09";
"12/2023";"13 - Cultura";"691 - Promoção comercial";"0,00";"237.449.698,00";"237.449.698,00";"0,00";
"12/2023";"25 - Energia";"130 - Administração de concessões";"- 107.477,50";"699.580,62";"540.378,03";"110.825,73";
"12/2023";"25 - Energia";"665 - Normalização e qualidade";"291.307,94";"247.176,34";"197.624,48";"22.680,00";
"12/2023";"10 - Saúde";"541 - Preservação e conservação ambiental";"0,00";"0,00";"0,00";"717.973,52";
"12/2023";"04 - Administração";"662 - Produção industrial";"3.985.106,61";"6.230.297,86";"2.662.483,69";"51.448,79";
"12/2023";"06 - Segurança pública";"482 - Habitação urbana";"44.078,35";"98.818,59";"98.818,59";"0,00";
"12/2023";"13 - Cultura";"813 - Lazer";"0,00";"0,00";"0,00";"22.985,72";
"12/2023";"24 - Comunicações";"572 - Desenvolvimento tecnológico e engenharia";"0,00";"68.524.940,93";"68.524.940,93";"2.645.990,00";
"12/2023";"12 - Educação";"571 - Desenvolvimento científico";"0,00";"100.000.000,00";"100.000.000,00";"0,00";
"12/2023";"14 - Direitos da cidadania";"301 - Atenção básica";"0,00";"0,00";"0,00";"6.303,50";
"12/2023";"21 - Organização agrária";"244 - Assistência comunitária";"0,00";"36.013.548,00";"36.013.548,00";"0,00";
"12/2023";"04 - Administração";"092 - Representação judicial e extrajudicial";"18.737.463,59";"7.217.832,63";"6.886.163,26";"503.367,58";
"12/2023";"02 - Judiciária";"128 - Formação de recursos humanos";"181.716,98";"151.609,79";"151.594,07";"0,00";
"12/2023";"26 - Transporte";"128 - Formação de recursos humanos";"0,00";"88.569,57";"88.569,57";"0,00";
"12/2023";"26 - Transporte";"781 - Transporte aéreo";"83.396.437,62";"15.060.824,03";"16.479.411,10";"4.142.195,82";
"12/2023";"02 - Judiciária";"032 - Controle externo";"196.500,20";"97.907,50";"0,00";"4.030,00";
"12/2023";"14 - Direitos da cidadania";"423 - Assistência aos povos indígenas";"5.971.464,72";"7.253.836,93";"7.913.081,20";"456.607,53";
"12/2023";"09 - Previdência social";"846 - Outros encargos especiais";"47.343.963,43";"48.303.433,76";"48.303.433,76";"0,00";
"12/2023";"09 - Previdência social";"331 - Proteção e benefícios ao trabalhador";"297.938.086,29";"297.584.250,01";"293.420.110,51";"0,00";
"12/2023";"28 - Encargos especiais";"847 - Transferências para a educação básica";"- 62.194.348,19";"8.201.667.549,89";"8.201.667.549,89";"0,00";
"12/2023";"09 - Previdência social";"124 - Controle interno";"288.679,96";"605.578,30";"648.885,58";"0,00";
"12/2023";"24 - Comunicações";"422 - Direitos individuais, coletivos e difusos";"43.161,08";"1.151.008,87";"1.117.560,61";"0,00";
"12/2023";"24 - Comunicações";"125 - Normatização e fiscalização";"7.273.007,85";"2.626.558,83";"2.535.378,66";"94.706,92";
"12/2023";"25 - Energia";"131 - Comunicação social";"2.265.543,50";"700.896,00";"634.661,33";"0,00";
"12/2023";"25 - Energia";"846 - Outros encargos especiais";"- 122.033,66";"4.341.561,03";"4.707.352,05";"0,00";
"12/2023";"28 - Encargos especiais";"841 - Refinanciamento da dívida interna";"- 60.824.098.735,87";"2.405.318.935,54";"2.405.318.935,54";"0,00";
"12/2023";"25 - Energia";"301 - Atenção básica";"0,00";"0,00";"0,00";"0,00";
"12/2023";"25 - Energia";"125 - Normatização e fiscalização";"11.795.069,14";"9.841.357,00";"10.150.120,35";"909.812,95";
"12/2023";"28 - Encargos especiais";"843 - Serviço da dívida interna";"- 6.360.279.142,76";"1.591.702.653,18";"1.593.099.101,92";"0,00";
"12/2023";"24 - Comunicações";"301 - Atenção básica";"0,00";"0,00";"0,00";"0,00";
"12/2023";"21 - Organização agrária";"846 - Outros encargos especiais";"0,00";"6.389.426,16";"6.389.426,16";"0,00";
"12/2023";"21 - Organização agrária";"608 - Promoção da produção agropecuária";"30.954.771,08";"9.731.862,45";"7.463.541,07";"0,00";
"12/2023";"08 - Assistência social";"243 - Assistência à criança e ao adolescente";"120.399.173,09";"72.132.721,62";"36.953.658,97";"0,00";
"12/2023";"08 - Assistência social";"306 - Alimentação e nutrição";"541.275.740,49";"81.722.046,41";"115.285.365,79";"33.865.791,66";
"12/2023";"08 - Assistência social";"511 - Saneamento básico rural";"5.000.000,00";"91.472.577,33";"91.775.020,21";"664.716,67";
"12/2023";"08 - Assistência social";"122 - Administração geral";"61.443.313,88";"21.389.691,55";"16.893.569,40";"0,00";
"12/2023";"27 - Desporto e lazer";"811 - Desporto de rendimento";"27.132.959,41";"35.400.617,42";"33.639.008,40";"4.169.113,20";
"12/2023";"27 - Desporto e lazer";"812 - Desporto comunitário";"189.517.921,57";"26.413.400,04";"31.273.512,04";"131.857.905,43";
"12/2023";"03 - Essencial à justiça";"846 - Outros encargos especiais";"76.819.947,00";"27.512.287,68";"27.512.287,68";"0,00";
"12/2023";"03 - Essencial à justiça";"301 - Atenção básica";"0,00";"0,00";"0,00";"0,00";
"12/2023";"03 - Essencial à justiça";"331 - Proteção e benefícios ao trabalhador";"136.503,40";"8.676.944,38";"6.384.433,09";"0,00";
"12/2023";"03 - Essencial à justiça";"122 - Administração geral";"1.056.462,66";"354.760,97";"351.028,14";"0,00";
"12/2023";"03 - Essencial à justiça";"092 - Representação judicial e extrajudicial";"48.018.172,60";"56.596.743,15";"55.326.918,78";"5.798.432,39";
"12/2023";"25 - Energia";"751 - Conservação de energia";"34.313.436,74";"34.602.698,21";"34.708.609,04";"3.830,42";
"12/2023";"24 - Comunicações";"573 - Difusão do conhecimento científico e tecnológico";"0,00";"0,00";"0,00";"0,00";
"12/2023";"24 - Comunicações";"571 - Desenvolvimento científico";"5.398.681,00";"0,00";"0,00";"0,00";
"12/2023";"24 - Comunicações";"846 - Outros encargos especiais";"14.690,34";"4.260.638,66";"4.260.638,66";"0,00";
"12/2023";"24 - Comunicações";"331 - Proteção e benefícios ao trabalhador";"1.090.232,32";"2.441.523,78";"2.876.035,18";"0,00";
"12/2023";"24 - Comunicações";"126 - Tecnologia da informação";"63.685.257,54";"26.272.466,22";"28.060.966,22";"1.715.928,31";
"12/2023";"24 - Comunicações";"122 - Administração geral";"57.585.103,77";"84.809.928,15";"83.349.709,46";"357.267,34";
"12/2023";"24 - Comunicações";"131 - Comunicação social";"0,00";"0,00";"0,00";"7.731.057,87";
"12/2023";"05 - Defesa nacional";"363 - Ensino profissional";"262.994,08";"6.512.764,61";"8.176.405,90";"100.075,81";
"12/2023";"21 - Organização agrária";"301 - Atenção básica";"0,00";"0,00";"0,00";"0,00";
"12/2023";"21 - Organização agrária";"422 - Direitos individuais, coletivos e difusos";"- 50.116,16";"58.404,32";"59.828,29";"0,00";
"12/2023";"21 - Organização agrária";"127 - Ordenamento territorial";"2.894.170,38";"8.880.828,51";"3.454.436,05";"839.819,66";
"12/2023";"11 - Trabalho";"128 - Formação de recursos humanos";"- 69.068,96";"59.255,14";"59.255,14";"0,00";
"12/2023";"09 - Previdência social";"845 - Outras transferências";"97.355.903,52";"143.702.139,82";"351.067.336,29";"0,00";
"12/2023";"04 - Administração";"391 - Patrimônio histórico, artístico e arqueológico";"4.836.688,47";"4.979.848,12";"5.026.582,29";"878.381,97";
"12/2023";"14 - Direitos da cidadania";"131 - Comunicação social";"1.880.000,00";"0,00";"0,00";"0,00";
"12/2023";"08 - Assistência social";"331 - Proteção e benefícios ao trabalhador";"0,00";"0,00";"0,00";"0,00";
"12/2023";"04 - Administração";"183 - Informação e inteligência";"7.439.010,57";"11.364.311,01";"11.194.107,68";"0,00";
"12/2023";"23 - Comércio e serviços";"125 - Normatização e fiscalização";"0,00";"0,00";"0,00";"0,00";
"12/2023";"04 - Administração";"123 - Administração financeira";"5.470.755,31";"7.255.579,80";"7.228.119,26";"115.268,50";
"12/2023";"22 - Indústria";"846 - Outros encargos especiais";"4.519.408,97";"9.233.641,19";"9.230.706,28";"0,00";
"12/2023";"22 - Indústria";"664 - Propriedade industrial";"9.372.728,28";"1.336.020,88";"1.336.001,77";"0,00";
"12/2023";"13 - Cultura";"301 - Atenção básica";"0,00";"0,00";"0,00";"30.612,34";
"12/2023";"04 - Administração";"422 - Direitos individuais, coletivos e difusos";"6.416.561,40";"1.092.269,24";"1.093.412,66";"0,00";
"12/2023";"14 - Direitos da cidadania";"421 - Custódia e reintegração social";"0,00";"0,00";"0,00";"0,00";
"12/2023";"06 - Segurança pública";"128 - Formação de recursos humanos";"9.999.000,00";"36.000.000,00";"36.000.000,00";"0,00";
"12/2023";"05 - Defesa nacional";"302 - Assistência hospitalar e ambulatorial";"9.738.899,08";"6.368.189,70";"5.379.042,06";"124.149,78";
"12/2023";"23 - Comércio e serviços";"301 - Atenção básica";"0,00";"0,00";"0,00";"0,00";
"12/2023";"23 - Comércio e serviços";"695 - Turismo";"584.474.688,55";"130.670.145,08";"129.706.735,08";"262.216.025,16";
